SatelliteName,OperatorCountry,Users,Purpose,OrbitClass,OrbitType,Perigee,Apogee,Period,LaunchMass,DryMass,Power,LaunchDate,Current Date,Age,ContractorCountry,LaunchSite,LaunchVehicle
Beidou 3M-3S,China,Government/MIlitary,Navigation,MEO,Non-Polar Inclined,21524,21532,773.2,800,,,2/1/2016,6/5/2018,3,China,Xichang Satellite Launch Center,Long March 3C
Beidou G1 (Compass G-1),China,Government/MIlitary,Navigation,GEO,None,35768,35803,1436.05,"2,200",,,1/16/2010,6/5/2018,9,China,Xichang Satellite Launch Center,Long March 3C
Beidou G3 (Compass G-3),China,Government/MIlitary,Navigation,GEO,None,35774,35797,1436.05,"2,200",,,6/2/2010,6/5/2018,9,China,Xichang Satellite Launch Center,Long March 3
Beidou G4 (Compass G-4),China,Government/MIlitary,Navigation,GEO,None,35764,35809,1436.1,"6,000",,,10/31/2010,6/5/2018,8,China,Xichang Satellite Launch Center,Long March 3C
Beidou G5 (Compass G-11),China,Government/MIlitary,Navigation,GEO,None,35776,35799,1436.15,"2,300",,,2/24/2012,6/5/2018,7,China,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-1 (Compass G-5),China,Government/MIlitary,Navigation,GEO,None,35670,35893,1435.82,"4,200","1,900",,7/31/2010,6/5/2018,8,China,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-2 (Compass G-7),China,Government/MIlitary,Navigation,GEO,None,35717,35817,1436.12,"4,200","1,900",,12/17/2010,6/5/2018,8,China,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-3 (Compass G-8),China,Government/MIlitary,Navigation,GEO,None,35693,37872,1435.93,"4,200","1,900",,4/9/2011,6/5/2018,8,China,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-4 (Compass G-9),China,Government/MIlitary,Navigation,GEO,None,35708,35879,1435.1,"4,200","1,900",,7/26/2011,6/5/2018,7,China,Xichang Satellite Launch Center,Long March 3A
Beidou IGSO-5 (Compass G-10),China,Government/MIlitary,Navigation,GEO,None,35708,35864,1436.08,"4,200","1,900",,12/1/2011,6/5/2018,7,China,Xichang Satellite Launch Center,Long March 3A
Beidou M1 (Compass M1),China,Government/MIlitary,Navigation,MEO,Non-Polar Inclined,21519,21545,773.39,"2,200",,,4/14/2007,6/5/2018,12,China,Xichang Satellite Launch Center,Long March 3A
"BeijinGalaxy-1 (Beijing 1 [Tsinghua], Tsinghau-2, China DMC+4)",China,Civil,Earth Observation,LEO,Sun-Synchronous,681,703,98.6,166,155,50,10/27/2005,6/5/2018,13,China/United Kingdom,Plesetsk Cosmodrome,Kosmos 3M
Belintersat-1,Belarus,Government,Communications,GEO,None,35779,35792,1436.06,"5,223",,,1/15/2016,6/5/2018,3,China/France,Xichang Satellite Launch Center,Long March 3B
BermudaSat-1 (Echostar 6) ,USA,Commercial,Communications,GEO,None,35775,35798,1436.12,"3,700","1,493","11,000",7/14/2000,6/5/2018,18,USA,Cape Canaveral,Atlas 2AS
BGUSat (Ben Gurion University Satellite),Israel,Civil,Earth Science,LEO,Sun-Synchronous,496,506,94.6,5,,,2/15/2017,6/5/2018,2,Israel,Satish Dhawan Space Centre,PSLV XL
Bird 2 (Bispectral InfraRed Detector 2),Germany,Civil,Earth Observation,LEO,Sun-Synchronous,500,521,94.8,92,77,120,10/22/2001,6/5/2018,17,Germany,Satish Dhawan Space Centre,PSLV C3
BIROS (Bispectral Infrared Optical System),Germany,Government,Earth Observation,LEO,Sun-Synchronous,500,517,94.7,130,,,6/22/2016,6/5/2018,2,Germany,Satish Dhawan Space Centre,PSLV XL
BisonSat (Nwist Qwiqway),USA,Civil,Earth Observation,LEO,Non-Polar Inclined,497,801,97.7,1,,,10/8/2015,6/5/2018,3,USA,Cape Canaveral,Atlas 5
BKA 2 (BelKA 2),Belarus,Government,Earth Observation,LEO,Sun-Synchronous,503,507,94.7,400,110,300,7/22/2012,6/5/2018,6,Russia,Baikonur Cosmodrome,Soyuz-Fregat
BlackSky Pathfinder 1,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,661,701,98.3,44,,,9/26/2016,6/5/2018,2,USA,Satish Dhawan Space Centre,PSLV
Blagovest-11L (Cosmos 2520),Russia,Military/Commercial,Communications,GEO,None,35781,35803,"1,436",,,,8/16/2017,6/5/2018,1,Russia,Baikonur Cosmodrome,Proton
BRAC ONNESHA (Bird BB),Bangladesh,Civil,Communications,LEO,Non-Polar Inclined,401,404,94.6,2,,,7/7/2017,6/5/2018,1,Japan,International Space Station,Nanorack Deployer
Brazilsat B-2 (Brasilsat B-2),Brazil,Military/Commercial,Communications,GEO,None,35776,35797,1436.11,"1,780","1,050 (BOL)","1,800 (BOL)",3/28/1995,6/5/2018,24,USA,Guiana Space Center,Ariane 44LP
Brazilsat B-3 (Brasilsat B-3),Brazil,Commercial,Communications,GEO,None,35769,35803,1436.07,"1,780","1,050 (BOL)","1,800 (BOL)",2/4/1998,6/5/2018,21,USA,Guiana Space Center,Ariane 44LP
Brazilsat B-4 (Brasilsat B-4),Brazil,Commercial,Communications,GEO,None,35772,35800,1436.09,"2,495","1,050 (BOL)","1,800 (BOL)",8/17/2000,6/5/2018,18,USA,Guiana Space Center,Ariane 44LP
BRISat,Indonesia,Commercial,Communications,GEO,None,35702,35876,1436.2,"3,540",,,6/19/2016,6/5/2018,2,USA,Guiana Space Center,Ariane 5 ECA
BRITE-CA-1 (BRITE Toronto),Canada,Civil,Space Science,LEO,Sun-Synchronous,613,739,98.27,10,,,6/19/2014,6/5/2018,4,Canada,Dombarovsky Air Base,Dnepr
"BRITE-PL-1 (BRIght-star Target Explorer - Poland, Lem)",Multinational,Government,Space Science,LEO,Sun-Synchronous,594,886,99.6,10,,,11/21/2013,6/5/2018,5,Poland,Dombarovsky Air Base,Dnepr
"BRITE-PL-2 (BRIght-star Target Explorer - Poland, Hevelius)",Multinational,Government,Space Science,LEO,Sun-Synchronous,610,633,97.1,10,,,8/19/2014,6/5/2018,4,Poland,Taiyuan Launch Center,CZ-4B
BSAT-3A,Japan,Commercial,Communications,GEO,None,35778,35794,1436.1,"1,980",,,8/14/2007,6/5/2018,11,USA,Guiana Space Center,Ariane 5 ECA
BSAT-3B,Japan,Commercial,Communications,GEO,None,33066,35725,1365.61,"2,060",975,,10/28/2010,6/5/2018,8,USA,Guiana Space Center,Ariane 5 ECA
BSAT-3C/JCSat 110-R,Japan,Commercial,Communications,GEO,None,35784,35787,1436.04,"2,910",,,8/6/2011,6/5/2018,7,USA,Guiana Space Center,Ariane 5 ECA
Bugsat-1 (Tita),Argentina,Commercial,Technology Development,LEO,Sun-Synchronous,570,617,96.55,25,,,6/19/2014,6/5/2018,4,Argentina,Dombarovsky Air Base,Dnepr
BulgariaSat-1,Bulgaria,Commercial,Communications,GEO,None,35774,35797,1436,"3,669",,,6/23/2017,6/5/2018,1,USA,Cape Canaveral,Falcon 9
Calipso (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation),France/USA,Government,Earth Science,LEO,Sun-Synchronous,702,703,98.8,587,,550,4/28/2006,6/5/2018,13,France,Vandenberg AFB,Delta 2
Can-X2 (Canadian Advanced Nanospace experiment),Canada,Civil,Technology Development,LEO,Sun-Synchronous,609,629,97.1,7,,,4/28/2008,6/5/2018,11,Canada,Satish Dhawan Space Centre,PSLV C9
Can-X4,Canada,Civil,Technology Development,LEO,Sun-Synchronous,642,659,98.26,15,,,6/30/2014,6/5/2018,4,Canada,Satish Dhawan Space Centre,PSLV-CA
Can-X5,Canada,Civil,Technology Development,LEO,Sun-Synchronous,643,656,97.72,15,,,6/30/2014,6/5/2018,4,Canada,Satish Dhawan Space Centre,PSLV-CA
CanX-7,Canada,Civil,Technology Development,LEO,Sun-Synchronous,661,701,98.3,15,,,9/26/2016,6/5/2018,2,Canada,Satish Dhawan Space Centre ,PSLV
CartoSat 1 (IRS P5),India,Government,Earth Observation,LEO,Sun-Synchronous,618,619,97.1,"1,560","1,450","1,100",5/5/2005,6/5/2018,14,India,Satish Dhawan Space Centre,PSLV C6
"CartoSat 2 (IRS P7, CartoSat 2AT)",India,Government,Earth Observation,LEO,Sun-Synchronous,632,635,97.4,680,,,1/10/2007,6/5/2018,12,India,Satish Dhawan Space Centre,PSLV C7
CartoSat 2A,India,Military,Earth Observation,LEO,Sun-Synchronous,624,643,97.4,680,,,4/28/2008,6/5/2018,11,India,Satish Dhawan Space Centre,PSLV C9
CartoSat 2B,India,Government,Earth Observation,LEO,Sun-Synchronous,622,645,97.4,694,,,7/12/2010,6/5/2018,8,India,Satish Dhawan Space Centre,PSLV
CartoSat 2C,India,Government,Earth Observation,LEO,Sun-Synchronous,501,519,94.8,727,,,6/22/2016,6/5/2018,2,India,Satish Dhawan Space Centre ,PSLV XL
CartoSat 2D,India,Government,Earth Observation,LEO,Sun-Synchronous,491,508,94.8,714,,,2/15/2017,6/5/2018,2,India,Satish Dhawan Space Centre,PSLV XL
CartoSat 2E,India,Government,Earth Observation,LEO,Sun-Synchronous,334,347,91.34,712,,,6/22/2017,6/5/2018,1,India,Satish Dhawan Space Centre,PSLV
Cassiope (CAScade SmallSat and Ionospheric Polar Explorer),Canada,Government,Earth Science,LEO,Elliptical,325,1486,103.11,490,,600,9/29/2013,6/5/2018,5,Canada,Vandenberg AFB,Falcon 9
CBERS 4 (China-Brazil Earth Resources Satellite 4),China/Brazil,Government,Earth Observation,LEO,Sun-Synchronous,738,748,99.67,"1,980",,"2,300",12/7/2014,6/5/2018,4,China,Taiyuan Launch Center,Long March 4B
CBNT-1 (Carbonite 1),United Kingdom,Commercial,Technology Development,LEO,Sun-Synchronous,636,658,97.66,91,,,7/10/2015,6/5/2018,3,United Kingdom,Satish Dhawan Space Centre,PSLV
CELTEE-1 (CubeSat Enhanced Locator Transponder Evaluation Experiment-1),USA,Military,Technology Development,LEO,Sun-Synchronous,576,586,96.29,3,,,11/11/2016,6/5/2018,2,USA,Vandenberg AFB,Atlas 5
CE-SAT-1 (Canon Electric Satellite 1),Japan,Commercial,Technology Development,LEO,Sun-Synchronous,497,517,94.76,3,,,6/22/2017,6/5/2018,1,Japan,Satish Dhawan Space Centre,PSLV
CFESat (Cibola Flight Experiment Satellite),USA,Government,Technology Development,LEO,Non-Polar Inclined,538,544,95.5,159,,110,3/9/2007,6/5/2018,12,United Kingdom,Cape Canaveral,Atlas 5
Challenger (QB50-US01/QBUS-1),USA,Civil,Space Science,LEO,Non-Polar Inclined,398,408,92.6,4,,,5/26/2017,6/5/2018,2,USA,International Space Station,Nanorack Deployer
Chandra X-Ray Observatory (CXO),USA,Government,Space Science,Elliptical,Deep Highly Eccentric,9999,138825,3808.92,"4,742",,"2,500",7/23/1999,6/5/2018,19,USA,Cape Canaveral,Space Shuttle (STS 93)
Chao Fenbianlu Duo Guangpu Chengxiang Weixing (Ultra-resolution multispectral imaging satellite),China,Government,Earth Observation,LEO,Sun-Synchronous,690,720,98.87,50,,,12/21/2016,6/5/2018,2,China,Jiuquan Satellite Launch Center,Long March 2D
ChinaSat 11 (Zhong Xing 11),China,Commercial,Communications,GEO,None,35781,35793,1436.14,"5,100",,,5/1/2013,6/5/2018,6,China,Xichang Satellite Launch Center,Long March 3B
Chinasat 16 (Shijian 13),China,Government,Communications,GEO,None,35756,35816,1436.1,"4,600",,,4/12/2017,6/5/2018,2,China,Xichang Satellite Launch Center,Long March 3B
ChinaSat 1C (Zhong Xing 1C),China,Commercial,Communications,GEO,None,35778,35796,1436.12,"5,200",,"8,000",12/9/2015,6/5/2018,3,China,Xichang Satellite Launch Center,Long March 3B
ChinaSat 2C (Zhong Xing 2C),China,Commercial/Government,Communications,GEO,None,35787,35801,1436.1,"5,200",,,11/3/2015,6/5/2018,3,China,Xichang Satellite Launch Center,Long March 3B
ChinaSat 6B (Zhong Xing 6B),China,Commercial/Government,Communications,GEO,None,35777,35797,1436.1,"4,600",,"9,500",7/6/2007,6/5/2018,11,France/Italy,Xichang Satellite Launch Center,Long March 3B
ChinaSat 9A (Zhong Xing 9A),China,Commercial/Government,Communications,GEO,None,35773,35800,1436.1,"5,000",,,6/18/2017,6/5/2018,1,China,Xichang Satellite Launch Center,Long March 3B
"Chuangxin 1-1 (Innovation 1-1, Chuang Xin 1, CX-1-1)",China,Government,Communications,LEO,Sun-Synchronous,729,748,99.6,100,,,10/21/2003,6/5/2018,15,China,Taiyuan Launch Center,Long March 3B
Chuangxin 1-2 (Innovation 1-2),China,Government,Earth Observation,LEO,Sun-Synchronous,785,804,98.5,101,,,11/5/2008,6/5/2018,10,China,Jiuquan Satellite Launch Center,Long March 2D
Chuangxin 1-3 (Innovation 1-3),China,Government,Earth Observation,LEO,Sun-Synchronous,784,804,100.7,100,,,11/20/2011,6/5/2018,7,China,Jiuquan Satellite Launch Center,Long March 2D
Chuangxin 1-4 (Innovation 1-4),China,Government,Earth Observation,LEO,Sun-Synchronous,778,809,100.74,100,,,9/4/2014,6/5/2018,4,China ,Jiuquan Satellite Launch Center,Long March 2D
Chuangxin-3,China,Government,Technology Development,LEO,Sun-Synchronous,665,672,96.43,200,,,7/19/2013,6/5/2018,5,China,Taiyuan Launch Center,Long March 2C
ChubuSat 1 (Kinshachi-1),Japan,Civil,Technology Development,LEO,Sun-Synchronous,506,538,95.07,50,,,11/6/2014,6/5/2018,4,Japan,Dombarovsky Air Base,Dnepr
ChubuSat 2 (Kinshachi-2),Japan,Civil,Technology Development,LEO,Sun-Synchronous,560,579,96.05,50,,,2/17/2016,6/5/2018,3,Japan,Tanegashima Space Center,H-2A
ChubuSat 3 (Kinshachi-3),Japan,Civil,Technology Development,LEO,Sun-Synchronous,558,579,96,50,,,2/17/2016,6/5/2018,3,Japan,Tanegashima Space Center,H-2A
Cicero-1,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,586,602,96.6,10,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Cicero-2,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,586,602,96.6,10,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Cicero-3,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,586,602,96.6,10,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Cicero-6  (Community Initiative for Cellular Earth Remote Observation-6),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,496,515,94.7,10,,8,6/23/2017,6/5/2018,1,USA,Satish Dhawan Space Centre,PSLV
Ciel-2,Canada,Commercial,Communications,GEO,None,35782,35788,1436.05,"5,585",,,12/10/2008,6/5/2018,10,France,Baikonur Cosmodrome,Proton M
"CINEMA-1 (Cubesat for Ion, Neutral, Electron, Magnetic fields)",USA,Civil,Space Science,LEO,Non-Polar Inclined,484,791,97.4,3,,,9/13/2012,6/5/2018,6,USA,Vandenberg AFB,Atlas 5
CLIO (USA 257),USA,Military,Communications,GEO,None,35736,35854,1436.5,,,,9/16/2014,6/5/2018,4,USA,Cape Canaveral,Atlas 5
Cloudsat,USA,Civil,Earth Observation,LEO,Sun-Synchronous,702,703,98.8,848,,570,4/28/2006,6/5/2018,13,USA,Vandenberg AFB,Delta 2
Columbia (QB50 - US04),USA,Civil,Earth Science,LEO,Non-Polar Inclined,401,404,92.6,2,,,4/18/2017,6/5/2018,2,USA,International Space Station,Nanorack Deployer
Compass-2 (QB50-DE04),Germany,Civil,Technology Development,LEO,Sun-Synchronous,496,513,94.6,5,,,6/23/2017,6/5/2018,1,Germany,Satish Dhawan Space Centre,PSLV
"COMS-1 (Communication, Ocean and Meteorological Satellite; Cheollian)",South Korea,Government,Earth Observation,GEO,None,35783,35791,1436.1,"2,460",,,6/26/2010,6/5/2018,8,South Korea,Guiana Space Center,Ariane 5 ECA
COMSATBw-1 (COmmunications SATellite für BundesWehr),Germany,Military,Communications,GEO,None,35773,35799,1436.1,"2,440",,"3,500",10/1/2009,6/5/2018,9,France/Italy,Guiana Space Center,Ariane 5
COMSATBw-2 (COmmunications SATellite für BundesWehr),Germany,Military,Communications,GEO,None,35780,35794,1436.11,"2,440",,"3,500",5/21/2010,6/5/2018,9,France/Italy,Guiana Space Center,Ariane 5
Condor E2 ,South Africa,Military,Earth Observation,LEO,Polar,499,501,94.62,,,,12/19/2014,6/5/2018,4,Russia,Baikonur Cosmodrome,Strela
Coriolis (Windsat),USA,Military,Earth Observation,LEO,Sun-Synchronous,820,841,101.5,817,395,"1,174",1/6/2003,6/5/2018,16,USA,Vandenberg AFB,Titan 2
Corvis-BC-1 (Landmapper BC),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,586,604,96.6,11,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
Corvis-BC-2 (Landmapper BC),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,586,604,96.6,11,,,7/14/2017,6/5/2018,1,USA,Baikonur Cosmodrome,Soyuz 2.1a
"COSMIC-A (Formosat-3A, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,Civil,Earth Observation,LEO,Polar,764,836,100.9,70,,46,4/15/2006,6/5/2018,13,USA,Vandenberg AFB,Minotaur
"COSMIC-B (Formosat-3B, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,Civil,Earth Observation,LEO,Polar,769,831,100.9,70,,46,4/15/2006,6/5/2018,13,USA,Vandenberg AFB,Minotaur
"COSMIC-D (Formosat-3D, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,Civil,Earth Observation,LEO,Polar,669,746,98.9,70,,46,4/15/2006,6/5/2018,13,USA,Vandenberg AFB,Minotaur
"COSMIC-E (Formosat-3E, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,Civil,Earth Observation,LEO,Polar,751,849,100.9,70,,46,4/15/2006,6/5/2018,13,USA,Vandenberg AFB,Minotaur
"COSMIC-F (Formosat-3F, Constellation Observing System for Meteorology, Ionosphere and Climate)",Taiwan/USA,Civil,Earth Observation,LEO,Polar,772,828,100.9,70,,46,4/15/2006,6/5/2018,13,USA,Vandenberg AFB,Minotaur
Cosmos 2504,Russia,Military,Technology Development,LEO,Polar,1171,1504,112.41,,,,3/31/2015,6/5/2018,4,Russia,Plesetsk Cosmodrome,Rokot
Cosmos 2519 (Napryazhenie No. 1?),Russia,Military,Space Observation,LEO,Sun-Synchronous,653,668,97.9,,,,6/23/2017,6/5/2018,1,Russia,Plesetsk Cosmodrome,Soyuz 2.1v
Cosmos 2519 Subsatellite,Russia,Military,Space Observation,LEO,Sun-Synchronous,650,676,97.2,,,,6/23/2017,6/5/2018,1,Russia,Plesetsk Cosmodrome,Soyuz 2.1v
COSMO-Skymed 1 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Military/Civil,Earth Observation,LEO,Sun-Synchronous,622,623,97.2,"1,700",,"3,600",6/8/2007,6/5/2018,11,France/Italy,Vandenberg AFB,Delta 7000
COSMO-Skymed 2 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Government/MIlitary,Earth Observation,LEO,Sun-Synchronous,622,623,97.2,"1,700",,,12/9/2007,6/5/2018,11,Italy,Vandenberg AFB,Delta 2
COSMO-Skymed 3 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Government/MIlitary,Earth Observation,LEO,Sun-Synchronous,622,623,97.2,"1,700",,,10/25/2008,6/5/2018,10,Italy,Vandenberg AFB,Delta 7420
COSMO-Skymed 4 (Constellation of small Satellites for Mediterranean basin Observation),Italy,Government/MIlitary,Earth Observation,LEO,Sun-Synchronous,622,623,97.2,"1,700",,,11/6/2010,6/5/2018,8,Italy,Vandenberg AFB,Delta 2
CP-10 (Exocube),USA,Civil,Earth Observation,LEO,Elliptical,441,657,95.6,4,,,1/31/2015,6/5/2018,4,USA,Vandenberg AFB,Delta 2
Cryosat-2 ,ESA,Government,Earth Observation,LEO,Polar,713,724,99.2,720,,,4/8/2010,6/5/2018,9,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr
CSUNSAT-1 (California State University at Northridge Satellite),USA,Civil,Technology Development,LEO,Non-Polar Inclined,402,404,92.4,4,,,5/18/2017,6/5/2018,2,USA,International Space Station,Nanorack Deployer
"Cubebug 2 (Manolito, LO-74)",Argentina,Civil,Technology Development,LEO,Sun-Synchronous,594,715,97.8,2,,,11/21/2013,6/5/2018,5,Argentina,Dombarovsky Air Base,Dnepr
"Cubesat XI-IV (Oscar 57, CO-57)",Japan,Civil,Technology Development,LEO,Sun-Synchronous,815,830,101.3,,1,,6/30/2003,6/5/2018,15,Japan,Plesetsk Cosmodrome,Dnepr
CUSat-1 (Cornell University Satellite 1),USA,Civil,Technology Development,LEO,Polar,326,1465,102.89,,,2.2,9/29/2013,6/5/2018,5,USA,Vandenberg AFB,Falcon 9
CXBN-2 (Cosmic X-Ray Background Nanosatellite-2),USA,Civil,Space Science,LEO,Non-Polar Inclined,400,406,92.6,2,,,4/18/2017,6/5/2018,2,USA,International Space Station,Nanorack Deployer
CYGNSS FM01 (Cyclone Global Navigation Satellite System),USA,Government,Earth Observation,LEO,Non-Polar Inclined,515,537,95.16,29,,,12/15/2016,6/5/2018,2,USA,Orbital ATK L-1011,Pegasus
CYGNSS FM02 (Cyclone Global Navigation Satellite System),USA,Government,Earth Observation,LEO,Non-Polar Inclined,514,536,95.13,29,,,12/15/2016,6/5/2018,2,USA,Orbital ATK L-1011,Pegasus
CYGNSS FM03 (Cyclone Global Navigation Satellite System),USA,Government,Earth Observation,LEO,Non-Polar Inclined,514,533,95.1,29,,,12/15/2016,6/5/2018,2,USA,Orbital ATK L-1011,Pegasus
CYGNSS FM04 (Cyclone Global Navigation Satellite System),USA,Government,Earth Observation,LEO,Non-Polar Inclined,515,534,95.13,29,,,12/15/2016,6/5/2018,2,USA,Orbital ATK L-1011,Pegasus
CYGNSS FM05 (Cyclone Global Navigation Satellite System),USA,Government,Earth Observation,LEO,Non-Polar Inclined,515,537,95.15,29,,,12/15/2016,6/5/2018,2,USA,Orbital ATK L-1011,Pegasus
CYGNSS FM06 (Cyclone Global Navigation Satellite System),USA,Government,Earth Observation,LEO,Non-Polar Inclined,515,534,95.12,29,,,12/15/2016,6/5/2018,2,USA,Orbital ATK L-1011,Pegasus
CYGNSS FM07 (Cyclone Global Navigation Satellite System),USA,Government,Earth Observation,LEO,Non-Polar Inclined,514,534,95.12,29,,,12/15/2016,6/5/2018,2,USA,Orbital ATK L-1011,Pegasus
CYGNSS FM08 (Cyclone Global Navigation Satellite System),USA,Government,Earth Observation,LEO,Non-Polar Inclined,515,537,95.15,29,,,12/15/2016,6/5/2018,2,USA,Orbital ATK L-1011,Pegasus
"Daichi-2 (Advanced Land Observing Satellite-2, ALOS 2 2)",Japan,Government,Earth Observation,LEO,Sun-Synchronous,630,635,97.36,"2,120",,"5,200",5/24/2014,6/5/2018,5,Japan,Tanegashima Space Center,H-2A
DAMPE (Dark Matter Particle Explorer),China,Government,Space Science,LEO,Sun-Synchronous,488,505,94.54,"1,850",,,12/17/2015,6/5/2018,3,China,Jiuquan Satellite Launch Center,Long March 2D
"DCBB (Kaituo-1B, CAS-3G)",China,Civil,Technology Development,LEO,Sun-Synchronous,514,536,95.13,3,,,9/19/2015,6/5/2018,3,China,Taiyuan Launch Center,Long March 6
Deimos 1,Spain,Government,Earth Observation,LEO,Sun-Synchronous,661,662,98,90,,,7/29/2009,6/5/2018,9,United Kingdom,Baikonur Cosmodrome,Dnepr
Deimos 2 ,Spain,Government,Earth Observation,LEO,Sun-Synchronous,597,619,96.85,310,,450,6/19/2014,6/5/2018,4,South Korea,Dombarovsky Air Base,Dnepr
Delfi-C3 (DO-64),Netherlands,Civil,Technology Development,LEO,Sun-Synchronous,598,616,96.8,7,,,4/28/2008,6/5/2018,11,Netherlands,Satish Dhawan Space Centre,PSLV C9
DHFR (DARPA High Frequency Receiver),USA,Military,Technology Development,LEO,Equatorial,309,605,93.7,8,,,8/26/2017,6/5/2018,1,USA,Cape Canaveral,Minotaur 4
Diamond Blue (3 Diamonds 1),United Kingdom,Commercial,Technology Development,LEO,Sun-Synchronous,496,511,96.4,6,,,6/23/2017,6/5/2018,1,Denmark,Satish Dhawan Space Centre,PSLV
Diamond Green (3 Diamonds 2),United Kingdom,Commercial,Technology Development,LEO,Sun-Synchronous,496,511,96.4,6,,,6/23/2017,6/5/2018,1,Denmark,Satish Dhawan Space Centre,PSLV
Diamond Red (3 Diamonds 3),United Kingdom,Commercial,Technology Development,LEO,Sun-Synchronous,496,511,96.4,6,,,6/23/2017,6/5/2018,1,Denmark,Satish Dhawan Space Centre,PSLV
Dido-2,Switzerland,Commercial,Technology Development,LEO,Sun-Synchronous,496,508,94.6,10,,,2/15/2017,6/5/2018,2,Netherlands,Satish Dhawan Space Centre,PSLV XL
